catid,ownerid,breed,birthday,weight,gender,isspayed,cataddedtime
085ea06f-0b6c-47e5-a451-b32a785b6f77,3d2e92ad-3a74-4781-9cb4-4f347891b2e6,Üç Renkli Tekir (Calico),03/08/1996,5.0,Female,True,2025-07-25 14:09:12.652
eca316cb-d717-4f5e-8c03-e95ccc9bd672,4c1b4ee0-1904-4732-9410-e80843e9d807,Smokin,01/04/2024,4.0,Male,True,2025-07-02 10:41:05.594
8431e26d-6ad7-4a19-aa18-4b73f0feb25a,f03a1840-90e1-4b31-a535-0e99f4fa8b5c,Scottish Fold,16/07/2024,4.0,Male,False,2025-07-19 18:30:04.888
5020e9d0-cbb6-4eec-94cc-449c275ed3c9,b95b89d0-9847-4449-aa16-688ac33b0a5b,Cornish Rex,03/08/2022,6.0,Male,True,2025-07-31 01:18:35.242
701411fd-daac-4362-8546-559cafe72465,30f023ec-2ceb-429d-b5bd-1b89d2a902d3,Sarman,19/05/2021,5.0,Male,True,2025-06-29 14:57:00.770
dbf20867-35da-454b-8c7e-29f8dc7a8de6,60e0dd64-4084-4f6a-9a8d-c9a060536f1d,Angora,09/03/2016,5.0,Male,True,2025-06-14 12:15:38.154
28d13002-8580-477f-91b6-205cc8e48a13,74eae3a8-cab4-4552-acc0-f1cef26750ea,Agean,03/08/1996,6.0,Male,False,2025-05-20 22:11:18.042
d44aa464-27a9-4569-8976-973b1cf42e19,9ee954f9-555c-4aed-8cab-a2b2640644c8,Russian,01/08/2024,5.0,Female,True,2025-06-07 19:49:27.628
4c404242-c942-4f40-bfc4-a7323438ce3c,45b7c94a-cdfd-4534-86c1-efbf55238ae7,Tekir,05/05/2024,3.0,Female,False,2025-05-14 13:08:03.250
54659c74-dba9-4d3b-ab2d-28d81f974055,563876aa-dc6b-4823-a0e4-513361a7271b,Uzun Tüylü Tekir,09/06/2025,1.0,Female,False,2025-08-01 14:39:07.527
9fd38910-f3b7-47a1-9c8d-023e1cb335ce,39c040fe-b918-4e52-9e46-38cbbdc3ea17,Bombay,15/07/2001,4.0,Female,True,2025-05-24 13:39:42.813
8f81393c-d97e-4a82-baff-914760f2ed1c,f93a275c-466b-4f4e-aa8b-25a819c538d4,Asian,09/09/2021,4.0,Female,True,2025-06-05 10:57:14.273
388ab2e6-549c-4b1c-8698-6bfbcb50a0d8,e432ef58-3233-4792-81ad-f9ecd265ba36,Tekir,30/04/2021,350.0,Female,True,2025-05-15 16:17:41.082
8f79edd7-acb1-4c22-acb8-9c6585b0ed10,9c77d4b4-cb72-4bd7-be93-cb3b6e71aca9,Russian,15/09/2020,6.0,Female,True,2025-06-05 18:28:32.003
f4256d71-7972-4441-86bb-22900668a7e6,28e998f9-3c32-4ac5-92eb-f26041806644,Scottish Fold,24/11/2024,2500.0,Female,False,2025-07-02 10:57:40.756
69205b24-f3f2-4637-b00b-b043ff5c9ad0,fb812bc5-7816-4bc8-bffe-b26a697abb04,Uzun Tüylü Tekir,08/08/2018,4.0,Female,True,2025-05-07 10:53:49.357
3c310c50-db7f-4378-a47c-99fc4b292c51,05728962-3dd4-4eae-95f2-1aaa49364392,European Shorthair,15/05/2025,5.0,Female,True,2025-05-15 14:56:14.109
f33de8b7-816e-4ce0-a6f8-eef41798c130,a19c9640-6056-4f4b-888c-0fc7d75c26a4,Tekir,27/05/2023,3.0,Female,False,2025-05-27 12:10:33.239
e76aa433-a855-497d-9b57-522bb5b02230,b753ca60-e346-4e54-9c66-2e72cf2457f0,Üç Renkli Tekir (Calico),11/11/2024,3.0,Female,True,2025-06-28 16:37:04.418
62c53f25-7dc4-47a3-88f5-9826c4c1bd87,a646b7b0-4d75-452e-a266-208a2dfa6d30,Scottish Straight,17/08/2020,5.0,Female,False,2025-05-13 07:50:55.740
a2a1284d-173b-4954-9906-bbdebd52e3ad,dbc77693-7e75-4117-8750-79033f54ac4c,Scottish Fold,17/05/2021,3800.0,Male,True,2025-05-12 20:15:22.308
d2110fda-2606-478d-aa1c-13a7ad235d2e,5a646c39-f979-4c03-b0ea-276f824fe74e,Exotic Shorthair,20/02/2025,2.0,Male,False,2025-06-16 13:08:57.689
02d8a1d4-55bb-4548-832e-faae52b1d4cd,34c06180-817a-4001-8dbe-d52174e6c5b9,British Shorthair,05/03/2023,13.0,Male,False,2025-06-02 16:58:42.859
8531314b-aed4-48aa-8889-6b812ee6e40c,eca6c464-f852-4b39-b26e-02545448a0f4,Üç Renkli Tekir (Calico),03/06/2023,5.0,Male,True,2025-06-22 09:46:53.761
80191a2a-934d-46a8-b58d-a5d9a3079b87,baa18b63-0a9f-4eb7-a9a4-8192ac3621d3,British Longhair,08/03/2021,4.0,Male,True,2025-07-18 01:43:44.799
c7dedaa6-7931-4db4-974c-bbdf20e397b1,dcfe0b8c-8b2e-410a-938f-4413928c4872,Smokin,15/04/2021,4.0,Female,True,2025-07-15 12:20:43.048
cb49eebd-33b9-45a7-86f0-cae883b25581,2f0d4248-5f54-48b3-aa35-57d9927dc47b,Tekir,01/06/2020,4.0,Female,True,2025-05-15 00:56:34.014
6213a58b-d454-4f23-a287-42a26426aae4,90d0dfce-db5d-4337-b4d6-678c60da9181,British Shorthair,01/04/2025,3.0,Male,False,2025-07-08 05:18:38.412
4469763f-27ef-44dd-952d-86000673ecd8,7c0d6003-5831-45e0-97d6-8c23816097cf,British Shorthair,05/07/2024,4.0,Male,False,2025-05-19 12:09:10.559
98297530-c99f-44f6-a9fe-2728de4cefc8,6948c7cf-f19a-4c7b-966b-cd7b0dab967f,Scottish Fold,01/08/2019,4.0,Male,False,2025-06-19 19:29:10.521
e3644a01-64a6-4cb3-9ecb-0985ff7a4d01,21717334-fa69-4fd4-a097-2963fc89d2c9,Smokin,01/03/2018,4.0,Female,True,2025-05-24 17:12:42.841
efac3423-3340-4e3f-96ae-553b91ff6d48,c08a19ed-7478-46e6-b9ca-13d8cf93a9b8,Scottish Fold,23/02/2025,1500.0,Male,False,2025-05-30 07:47:58.326
bacd864b-18e2-493f-b09c-21bf829d3690,04d2004e-56ee-4012-b615-8e1ee50d44fb,Domestic Shorthair,07/01/2025,2.0,Female,False,2025-06-17 02:26:17.115
0e1eaab7-81a7-4838-8b85-607d12982cd6,2a3c3384-ad3a-4a77-b58c-200dc08bb568,British Shorthair,15/05/2021,4.0,Female,True,2025-06-19 07:31:04.579
f389e252-3d98-498e-b516-09bde7fd822c,c30b03ed-ef88-49e3-9ef4-06e020c1a2a1,British Shorthair,20/11/2024,10.0,Female,True,2025-06-20 02:52:03.590
999b96a7-d954-4eb9-b336-fa6d4d91fe53,b07dd35c-2592-44b1-aaaa-a7a5b4dcb019,Tekir,03/06/2024,3.0,Male,False,2025-06-27 02:24:25.625
665c3f69-fd1f-42b3-84c4-8e2da40d6e8d,85ad8346-04bd-4c82-8b1f-5c39fba7d28f,Tekir,02/08/2019,6.0,Male,True,2025-06-27 01:32:48.210
f203a12e-9ee9-40f5-8e67-39492cb19367,57797a1f-e1f0-43a8-aa99-5be827d6dac0,British Shorthair,15/06/2020,6.0,Male,True,2025-07-09 13:40:51.485
05fba769-6e1d-462c-95c9-342b53f2c416,39557b01-0cc5-4583-92e1-21c1b985e17c,Smokin,23/07/2024,5.0,Female,True,2025-08-03 15:17:00.688
41b6402d-714e-4f3c-adaa-e79820864dae,2032286e-60d3-4a8f-b7cd-27d3e6d4870c,Tekir,08/04/2025,1.0,Female,False,2025-07-30 14:18:16.086
9bb865ed-6178-4666-9259-52ff4b438fc8,d4f54ff0-9349-42b0-9980-c7b337c5ef6d,Sarman,05/05/2021,7.0,Male,True,2025-06-05 06:57:17.743
2140e395-bfb5-4402-bb49-f60bc7171765,f56f93b7-1eb7-40a4-8c27-db92df3229fa,Uzun Tüylü Tekir,22/08/2020,5.0,Female,True,2025-06-17 10:50:15.415
058d073a-7975-41f7-a115-26a7acfdf9fc,5a1bac90-7e93-43a3-bd3e-c0bdee8840ab,Russian,26/03/2017,8.0,Male,True,2025-05-26 17:09:06.596
7b92eb40-8e7c-44f8-9736-30c8015c65fa,e4d23b9e-cd03-4b6e-b0b6-4b61a52633e8,Sokak Dedisi,21/06/2021,4.0,Female,True,2025-06-22 15:13:56.777
2cca0d7f-049d-466b-be7a-64607205c816,c160353b-1355-4d61-adb7-351a71a45223,Bombay,05/11/2019,7.0,Male,True,2025-06-10 05:10:02.754
482362b2-fec1-45aa-b9bc-19d368df39a9,610dadbc-b459-4681-a42a-305495fa138f,British Shorthair,28/01/2025,2.0,Male,False,2025-05-30 22:32:00.005
42d0ae29-7e79-4d45-8b9f-5cf9de6615df,df3095ed-f02b-463a-a230-fb2666f0fa40,Ragdoll,12/09/2024,2.0,Female,True,2025-06-26 20:23:53.201
261d616c-e633-4aa3-9048-b68637014c78,5f06f8bf-12a3-42d8-8ca4-5e1f4be6b4d6,Sarman,05/04/2021,6.0,Male,True,2025-06-11 13:30:50.348
97fffec4-090c-4cc3-8399-3a54b7307e10,993a8a50-9768-4960-9f19-b21fcb0e939d,Tekir,23/04/2012,3.0,Female,True,2025-05-16 18:27:44.529
7cc3718c-110d-4156-9926-e220d6710dcf,43ccb2be-aafc-4118-9d0c-4345db4f1a4a,Smokin,05/09/2018,5.0,Female,True,2025-06-03 19:51:11.929
047dda56-df2b-4bd3-92a4-45a9cb84686f,deffee31-0b0e-4f42-bdb6-76c7c658d09d,Scottish Fold,03/08/2013,7.0,Male,True,2025-06-20 00:18:28.044
7ca847cf-2019-4751-a6ab-bb4f1fc3b4a8,a646b7b0-4d75-452e-a266-208a2dfa6d30,Scottish Straight,01/01/2020,5.0,Male,False,2025-05-13 07:13:08.103
cbedbb61-1955-4dbb-a3e7-4bd11bbbe702,5bd41896-617f-432c-a365-4831cdf7e40e,British Shorthair,03/03/2025,1200.0,Female,False,2025-05-30 07:29:16.446
591c3918-2dc8-4802-a307-7d64fd563a52,58268df2-92f5-4165-bdcf-9e273448a68e,British Shorthair,17/06/2017,5.0,Male,True,2025-05-17 18:36:35.164
0087fc0e-1fa1-4022-83c8-5f0f935b083b,ef837dd1-b251-4417-b186-57eef59b8448,Scottish Straight,05/01/2024,6.0,Male,False,2025-07-08 22:00:20.641
fa93998b-32a0-4e64-846c-f1f84beb5c13,bdb149f9-069a-4c93-bcdf-8d5ac7b95419,Uzun Tüylü Tekir,27/03/2020,5.0,Female,True,2025-06-02 13:47:21.108
721cbdae-f1dd-4e4d-9fe5-3a08c26d5086,ca122203-8a32-4577-8ea9-38f7aab2346e,British Longhair,03/08/1996,6.0,Female,True,2025-06-17 00:24:19.446
66d1f707-f5c9-4627-a7d3-379be29493ec,0adb44f3-0706-4d00-9d34-af5fea07d166,Tekir,10/03/2021,7.0,Male,True,2025-07-14 16:45:39.260
48928ca7-c07e-4663-b0ce-ad9daa873ce3,a1e27836-30a9-42e5-935c-1dd32c079bfb,Uzun Tüylü Tekir,03/08/2012,7.0,Female,False,2025-07-23 20:07:54.328
15951003-1cc1-4229-9d78-09e268f5f09d,4b5933ba-2cb3-4915-b466-35f046325327,British Longhair,25/08/2022,3.0,Male,True,2025-06-02 19:52:00.362
b9340907-9c0a-4590-a141-221843a3babd,b67c565c-2f9d-4ac3-82b4-56cba93eba38,Maine Coon,08/01/2025,2.0,Female,False,2025-07-01 14:32:11.317
f4651fa0-df45-4404-b923-60d1e1a8de24,a07bad1c-8f52-4b42-be99-0490c7261073,Tekir,30/05/2025,4.0,Female,True,2025-05-30 23:01:35.073
514522ba-af67-487c-9f8e-147a00eef146,976237a9-7f8d-4b54-92e1-7afde894495a,British Shorthair,01/05/2024,5.0,Male,True,2025-06-24 23:08:46.960
efcc9eaf-0cd5-4b4c-a9b5-835deb70e921,56300f32-b3d6-4d9b-a3fc-742d80e3294a,American Shorthair,03/08/2011,9.0,Female,True,2025-05-09 14:06:59.875
feec475a-da85-46fe-bed8-1a4cca5f677e,e031e692-f023-4a96-8166-4ff60dd4bc35,Sarman,02/08/2022,7.0,Male,True,2025-07-17 20:27:19.208
31006f7c-3983-4c39-914a-427bffa19f11,98252abd-83b7-4107-9c02-003f3e4b3286,Siamese,28/02/2024,5.0,Male,True,2025-06-17 18:27:21.151
2f1208dd-a650-45be-b439-dae8a0c16aac,c90caad8-c357-448e-8d54-9c7ae5508c9f,Sarman,07/08/2023,5.0,Male,True,2025-07-02 18:46:48.190
29d754ad-ebc8-4e25-b3e6-2b321cd69872,5d6410a2-fce5-4a02-9b58-56308c4e301b,Üç Renkli Tekir (Calico),02/08/2023,3.0,Female,True,2025-07-01 16:13:12.098
859605e1-70df-4b45-bf08-d35dd875c113,69c60c6b-e5aa-4470-b8a4-93f3a188816c,British Longhair,30/08/2022,4.0,Female,True,2025-05-08 01:39:12.418
339f8d1c-603e-45fb-8972-186c10302d0f,a890907e-187e-446a-b2dd-a5fab5825723,British Shorthair,03/05/2024,6.0,Male,True,2025-07-28 23:14:21.108
37bde859-a407-4efd-b8cd-0631caaff24c,3b616be6-dd7c-4998-ac29-6b8bbebc7da0,Bombay,10/07/2024,5.0,Female,False,2025-07-09 22:29:00.890
d9c2b285-cfa9-4102-8c75-2daa3eab84a5,b406b24b-0981-4d0e-be83-a8b9bed8c8fe,Sokak Kedisi,03/08/2014,9.0,Female,True,2025-07-15 13:09:02.694
9410f45a-c5cf-4b53-94d2-d50aea400424,897bc979-8f79-4d22-a4e9-7ebd3a345511,Persian,16/09/2016,3.0,Female,True,2025-05-14 13:49:01.357
0b406b75-e6da-4f06-9e1b-d441e8a7eb11,b6e41c99-f057-40fc-9007-35bda263058a,Sarman,09/09/2022,5.0,Male,True,2025-05-17 17:21:36.203
9668258b-24e5-40eb-b4fa-ec0a525da581,d94a6bf9-68b7-47b7-8de2-646db8474eca,British Longhair,15/05/2025,3.0,Female,True,2025-07-24 01:10:33.031
55cdf1df-1337-4c7b-8754-7c2fd93f1c8f,e085eb96-c5d2-47fe-a98b-4e76189c5aa6,Tekir,24/04/2013,5.0,Female,True,2025-07-23 11:04:25.815
1dd53226-7069-49ed-9cf3-cbe0ef662808,fa02e07f-dc9a-4ee5-a3f1-0dbdf58ef19c,Bombay,03/08/1996,1.0,Female,False,2025-05-18 22:28:25.685
93710784-fbf1-462d-a99b-e761f8051e51,16cafc36-3d6f-43c9-88de-c25829787010,Tekir,21/09/2024,4.0,Male,False,2025-06-08 21:52:26.702
bf298043-ea56-4f85-a274-3ef9d775f1a6,7c7060ce-89c8-46ce-a55b-aaaa159594d7,Üç Renkli Tekir (Calico),07/07/2024,1.0,Female,True,2025-05-30 20:45:13.599
179f109f-5745-4ec4-92ce-5626f15b6627,a62a4c52-f3b3-413d-be4f-be146190dbf4,Scottish Fold,03/08/2022,5.0,Female,True,2025-07-09 15:42:28.761
2bb291b2-5b43-4df7-873d-972aa40ac363,2db57bbe-677c-4f9a-8d9e-5d64c75d0240,Sarman,15/07/2019,6.0,Male,True,2025-06-09 17:45:46.564
fe98e16d-4f1a-4dba-8410-b8a906cb0116,27487d45-fc8f-4479-a281-d21f2b150965,Benekli Tekir,10/06/2024,4.0,Female,True,2025-06-05 10:01:01.177
d0b8ce77-79c1-4d45-930a-57a99ff41802,397f5d5f-1757-4cd5-82b0-4334b1634a47,British Shorthair,12/01/2019,5.0,Male,True,2025-06-18 13:13:50.845
6387f468-76c7-459b-a1c6-e405d2191e90,82c49fbc-5410-4874-bc61-918fd0de7f7d,Tekir,03/06/2023,5.0,Male,True,2025-07-30 12:49:10.032
0f724773-2c7f-4891-b212-3ebe7142b8bc,33e61513-ad19-4778-899f-e1db4d2d4cd1,British Shorthair,30/05/2023,3.0,Female,False,2025-05-31 15:55:31.454
896dabf0-4053-4760-8550-da8b42e4883c,6a7e349c-1787-491d-a215-55b7bc719de8,Scottish Fold,03/08/1996,2.0,Female,False,2025-07-30 19:29:43.006
eea9541a-15ba-4cb1-82df-789b7812129a,2326e2f0-3647-4343-aee3-59bdaf0125be,Scottish Fold,01/03/2023,2.0,Female,True,2025-06-28 22:18:56.670
3ddf1bc4-6abd-4f64-a7e2-9bf93590320a,d2bd86bb-fcb9-4052-b4d7-f75ee9acf2d8,Uzun Tüylü Tekir,03/08/2022,5.0,Female,True,2025-07-30 15:17:22.118
b23e1794-2e27-4899-8c05-018d0ff39008,c7e78401-4c97-4d6a-aaf3-f43882fb424c,Sokak Dedisi,03/08/2014,8.0,Male,True,2025-05-07 17:55:31.451
85e01199-d622-454d-b4e0-2256e4b289fc,b1285734-3ae3-47bd-a921-346096947687,Sokak Dedisi,17/04/2025,2.0,Female,False,2025-06-17 13:42:14.428
b959c6c9-dcda-4940-bbd4-b98f96d5c016,aa0806d1-d073-46d6-92a5-67a0bd5bc4e2,Tekir,03/10/2021,6.0,Male,True,2025-06-03 18:29:29.069
64bdd62b-9103-4225-a110-3f7e5445e224,beffca7e-2943-4c40-910a-4fa616c30cb9,Tekir,22/06/2025,5.0,Male,True,2025-06-22 19:37:54.440
30afd34d-3e40-463d-aedb-d95ef6d7a9e0,c322c191-afa2-4588-bce4-9cf7ed3afaa5,Chincilla,03/08/2022,5.0,Male,True,2025-07-04 11:55:01.330
3cdf2ae0-733a-4d79-9f47-ecd7bfb71249,8d207a20-fe85-4165-8d7f-f70c242fce45,Scottish Fold,02/11/2019,6.0,Female,True,2025-05-17 01:05:25.995
2e53ddfb-09b4-483a-9bc2-fe3633f67655,992e4941-1c3c-4adb-a4d0-0c2c8a256830,Üç Renkli Tekir (Calico),12/12/2021,4.0,Female,True,2025-07-22 17:39:37.069
7a199eed-3b64-4053-80f9-81170219fceb,e5269edb-2baa-4bff-9566-b5d38626c0f4,American Curl,19/05/2025,3.0,Female,True,2025-05-19 16:13:05.420
ea862d1b-2bbf-4b04-b195-66d909449fd0,e33878b9-e4a9-4dc8-bdfe-f34e3ecbb641,Sarman,02/08/2019,6.0,Female,True,2025-06-16 15:20:14.494
7f9d75b1-cad2-4b76-a79e-4b750ed0c271,487b22d9-eda9-4b09-b9cd-218003058f21,British Shorthair,02/04/2021,3.0,Female,True,2025-07-06 18:06:05.894
02d13082-425d-4db3-aac2-a5ccafe11376,9cf13558-1488-4155-965a-bdafd37888bc,Uzun Tüylü Tekir,10/04/2019,5.0,Male,True,2025-07-19 09:51:28.799
9a893d46-02e4-478e-9378-3c8b2f98acd6,abc4a6c6-c9c3-4f0d-81da-2a74db45c95d,Tekir,01/04/2021,7.0,Male,True,2025-05-26 17:54:46.797
a34c8a97-1618-4116-aa6d-9d8f8a12a933,ef3b251b-7b42-45fc-93e6-c61cb0b451ac,Tekir,26/05/2024,3.0,Male,True,2025-06-11 21:32:11.635
e07b0fdc-d369-4f64-9f96-12c492c0446b,50d7f81f-26a8-4a28-9cc4-cd8df6199f23,British Shorthair,03/08/1996,5.0,Male,True,2025-05-08 09:32:54.966
554a1f4c-b7fe-45fd-953e-cf659f283984,6a171214-1286-447b-af61-64c1c38e25ed,British Shorthair,17/05/2021,5.0,Male,True,2025-07-13 11:24:12.887
64b00909-16ab-403f-a2de-a42e794eb0f5,5bf14ba6-f88f-4ebe-a167-460b1d28f289,Sokak Kedisi,02/08/2020,5.0,Female,True,2025-07-31 18:09:10.631
48f84884-5938-446e-a0a2-b7a9da665fd4,4e9eb3bf-d2eb-4ec0-9d6a-53910c940f65,European Shorthair,19/02/2025,1500.0,Male,False,2025-05-25 17:38:57.870
577d7a63-b66f-4c52-9ac0-ed9775965b04,0da186f0-376f-442c-ad85-f52c976a2829,British Longhair,03/08/2018,4.0,Female,True,2025-07-31 11:30:59.082
cc258888-2006-4639-a0ee-807296517413,c2d1ca02-d686-424d-92d0-32eaa3d03998,British Shorthair,05/01/2025,4.0,Female,False,2025-06-18 10:37:25.519
34b3108e-b5f2-4614-925a-3787776ccb28,c86e974a-af2f-4371-8e16-d51b23cc6b02,Smokin,05/02/2025,3.0,Female,False,2025-07-09 11:03:50.125
5f2bfd76-823b-447e-a744-6bebd16583ce,29885b5a-9b6b-4382-b794-685780e48cf3,British Shorthair,30/06/2023,4.0,Female,True,2025-07-20 23:42:36.533
c5519a4e-855e-4462-9c9c-ea1590b09e63,f153988f-7322-46ab-bea5-ff8dba852d53,Sokak Kedisi,03/06/2024,2500.0,Female,False,2025-07-29 14:54:28.858
